file_name|line_number|columna_unica
02833e39-3d26-417a-a2d1-52f3b80df264|31|MODIFICATORIAS
02833e39-3d26-417a-a2d1-52f3b80df264|32|DEORETO SUPREMO N 344 2018 EF REGLAMENTO DE LA LEY DE CONTRATACIONES DE ESTADO Y MODIFICATORIAS
02833e39-3d26-417a-a2d1-52f3b80df264|33|DECRETO SUPREMO N 004 2019 JUS QUE APRUEBA EL TUO DE LA LEY N 27444 LEY DE PROCEDIMIENTO ADMINISTRATIVO
02833e39-3d26-417a-a2d1-52f3b80df264|34|GENERAL
02833e39-3d26-417a-a2d1-52f3b80df264|35|DECRETO LEGISLATIVO N 1440 DECRETO LEGISLATIVO DEL SISTEMA NACIONAL DE PRESUPUESTO PIIBLICO
02833e39-3d26-417a-a2d1-52f3b80df264|36|LEY N 27806 LEY DE TRANSPARENCIA Y ACCESO A LA INFORMACION PUBLICA
02833e39-3d26-417a-a2d1-52f3b80df264|37|DECRETO LEGISLATIVO N 1275 DECRETO LEGISLATIVO QUE REGULA EL MARCO DE LA RESPONSABILIDAD Y TRANSPARENCIA FISCAL DE
02833e39-3d26-417a-a2d1-52f3b80df264|38|LOS GOBIERNO REGIONALES Y GOBIEMOS LOCALES
02833e39-3d26-417a-a2d1-52f3b80df264|39|DECRETO LEGISLATIVO N 295 CDDIGO CIVIL
02833e39-3d26-417a-a2d1-52f3b80df264|40|DECRETO SUPREMO N 008 2008 TR REGIAMENTO DE LA LEY MYPE
02833e39-3d26-417a-a2d1-52f3b80df264|41|LEY N 29783 LEY DE SEGURIDAD Y SALUD EN EL TRABAJO
02833e39-3d26-417a-a2d1-52f3b80df264|42|DIRECTIVAS PRONUNCIAMIENTOS OPINIONES Y RESOLUCIONES EMITIDAS POR EL OSCE
02833e39-3d26-417a-a2d1-52f3b80df264|43|CLAUSULA PRIMERA ANTECEDENTES
02833e39-3d26-417a-a2d1-52f3b80df264|44|ON FECHA 24 DE FEBRERO DEL 2025 EL COMIT DE SELECCI N ADJUDICD LA BUENA PRO DEL PROCEDIMIENTO DE SELECCI N DE
02833e39-3d26-417a-a2d1-52f3b80df264|45|E MDJUDICACION SIMPLIFICADA N 45 2024 CS GRP 2 SEGUNDA CONVOCATORIA PARA LA CONTRATACION DEL SERVICIO DE
02833e39-3d26-417a-a2d1-52f3b80df264|46|RAW  PNSULTORIA DE OBRA PARA LA SUPERVISION DE LA EJECUCION DE LA OBRA MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD
02833e39-3d26-417a-a2d1-52f3b80df264|47|4 Y SPHICULAR Y PEATONAL DE LAS PRINCIPALES CALLES DEL CENTRO POBLADO SAN PEDRO DE CARHUAC DEL DISTRITO DE NINACACA YA PROVINCIA DE PASCO DEPARTAMENTO DE PASCO CON CUI N 2459035 AL CONSORCIO SUPERVISOR ESPERANZA CUYOS DETALLES
02833e39-3d26-417a-a2d1-52f3b80df264|48|E IMPORTE CONSTAN EN LOS DOCUMENTOS INTEGRANTES DEL PRESENTE CONTRATO
02833e39-3d26-417a-a2d1-52f3b80df264|49|TONS
02833e39-3d26-417a-a2d1-52f3b80df264|50|YA Q
02833e39-3d26-417a-a2d1-52f3b80df264|51|VETS
02833e39-3d26-417a-a2d1-52f3b80df264|52|X QUE MEDIANTE CARTA N 01 2025 CONSORCIOSUPERVISORESPERANZA CON FECHA DE RECEPCIDN 10 DE MARZO DEL 2025 E
02833e39-3d26-417a-a2d1-52f3b80df264|53|CONSORCIO SUPERVISOR ESPERANZA PRESENTA LOS DOCUMENTOS PARA EL PERFECCIONAMIENTO DEL CONTRATO Y MEDIANTE INFORME
02833e39-3d26-417a-a2d1-52f3b80df264|54|N 1484 2025 GRP GGR DGA DAP DE FECHA 12 DE MARZO DE 2025 EL CPC GERBER A AMBROSIO RENTERA DIRECTOR DE
02833e39-3d26-417a-a2d1-52f3b80df264|55|ABASTECIMIENTO Y PATRIMONIO INFORMA QUE LA SRA LISSETH MAYRA MORALES CERNA EN SU CONDICI N DE REPRESENTANTE COMIN
02833e39-3d26-417a-a2d1-52f3b80df264|56|DEL CONSORCIO SUPERVISOR ESPERANZA CUMPLE CON LOS REQUISITOS ESTABLECIDOS EN EL NUMERAL 2 3 DE LA SECCION ESPECIFICA DE
02833e39-3d26-417a-a2d1-52f3b80df264|57|LAS BASES INTEGRADAS DEL REFERIDO PROCEDIMIENTO DE SELECCION POR LO TANTO AL CUMPLIR CON LA NORMATIVA DE CONTRATACIONES DEL
02833e39-3d26-417a-a2d1-52f3b80df264|58|ESTADO SOLICITA EL PERFECCIONAMIENTO DE CONTRATO DE CONFORMIDAD CON EL ARTICULO 141 DEL REGLAMENTO DE CONTRATACIONES DEL
02833e39-3d26-417a-a2d1-52f3b80df264|59|ESTADO
02833e39-3d26-417a-a2d1-52f3b80df264|60|CLAUSULA SEGUNDA OBJETO
02833e39-3d26-417a-a2d1-52f3b80df264|61|EL PRESENTE DOCUMENTO TIENE POR OBJETO LA CONTRATACION DEL SERVICIO DE CONSULTORIA DE OBRA PARA LA SUPERVISION DE LA EJECUCION
02833e39-3d26-417a-a2d1-52f3b80df264|62|EDIFICIO ESTATAL N 01 SAN JUAN PAMPA TELF 063 281262
02833e39-3d26-417a-a2d1-52f3b80df264|63|FSPERANZ
02833e39-3d26-417a-a2d1-52f3b80df264|64|OFICINA DE COORDINACION LIMA TELF 01 4250028 CONSORC SOR ESPERAI
02833e39-3d26-417a-a2d1-52f3b80df264|66|MEOUNREN
02833e39-3d26-417a-a2d1-52f3b80df264|67|ANESVANESOAERE
02833e39-3d26-417a-a2d1-52f3b80df264|68|ACO
02833e39-3d26-417a-a2d1-52f3b80df264|69|UNIDOS
02833e39-3d26-417a-a2d1-52f3b80df264|70|OBRA MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS PRINCIPALES CALLES DEL CENTRO POBLADO
02833e39-3d26-417a-a2d1-52f3b80df264|71|SAN PEDRO DE CARHUAC DEL DISTRITO DE NINACACA PROVINCIA DE PASCO DEPARTAMENTO DE PASCO CON CUI N 2459035
02833e39-3d26-417a-a2d1-52f3b80df264|72|EL MISMO QUE FUE CONVOCADO BAJO EL AMPARO DE LA NORMATIVA DE CONTRATACIONES DEL ESTADO BAJO EL SISTEMA DE CONTRATACIIN ESQUEMA MI TO A TA I AS Y SUMA AL AD CON ORM A O XPRESADO EN LA BASES NTEGRADAS EL PROCEDI IENTO DE SELEC
02833e39-3d26-417a-a2d1-52f3b80df264|73|LA OFERTA DE EL CONTRATISTA Y DEMAS DOCUMENTOS QUE DEBIDAMENTE SUSCRITOS POR EL CONTRATISTA FORMAN PARTE DE ESTE
02833e39-3d26-417a-a2d1-52f3b80df264|74|CONTRATO
02833e39-3d26-417a-a2d1-52f3b80df264|75|CLAUSULA TERCERA MONTO CONTRACTUAL
02833e39-3d26-417a-a2d1-52f3b80df264|76|DE ACUERDO CON LOS DOCUMENTOS DEL PROCESO DE CONTRATACION EL MONTO TOTAL DEL PRESENTE CONTRATO CORRESPONDE A LA SUMA DE
02833e39-3d26-417a-a2d1-52f3b80df264|77|S 162 510 86 CIENTO SESENTA Y DOS MIL QUINIENTOS DIEZ CON 86 100 SOLES QUE INCLUYE TODOS LOS IMPUESTOS DE LEY
02833e39-3d26-417a-a2d1-52f3b80df264|78|CONFORME SE DETALLA EN EL SIGUIENTE CUADRO
02833e39-3d26-417a-a2d1-52f3b80df264|79|DESCRIPCIONDEL  N DEPERIODOS PERIODOOUNIDAD TARIFAUNITARIA TOTAL OFERTA
02833e39-3d26-417a-a2d1-52f3b80df264|80|OBJETO DE TIEMPO DE TIEMPO OFERTADA ECONOMICA
02833e39-3d26-417a-a2d1-52f3b80df264|81|S 1 010 0724 S 154 510 86
02833e39-3d26-417a-a2d1-52f3b80df264|82|IIADENIIN DO CHEE S 11000 00
02833e39-3d26-417a-a2d1-52f3b80df264|83|162 510 86
02833e39-3d26-417a-a2d1-52f3b80df264|84|ESTE MONTO COMPRENDE EL COSTO DEL SERVICIO DE CONSULTORIA DE OBRA TODOS LOS TRIBUTOS SEGUROS TRANSPORTE INSPECCIONES
02833e39-3d26-417a-a2d1-52f3b80df264|85|PRUEBAS Y DE SER EL CASO LOS COSTOS LABORALES CONFORME A LA LEGISLACION VIGENTE ASI COMO CUALQUIER OTRO CONCEPTO QUE PUEDA
02833e39-3d26-417a-a2d1-52f3b80df264|86|TENER INCIDENCIA SOBRE LA EJECUCION DEL SERVICIO DE CONSULTORIA DE OBRA MATERIA DEL PRESENTE CONTRATO
02833e39-3d26-417a-a2d1-52f3b80df264|87|CLAUSULA CUARTA FUENTE DE FINANCIAMIENTO
02833e39-3d26-417a-a2d1-52f3b80df264|88|DE ACUERDO CON LO ESTABLECIDO EN LAS BASES DEL PROCEDIMIENTO DE SELECCION EL EGRESO QUE GENERA EL PRESENTE CONTRATO SERA
02833e39-3d26-417a-a2d1-52f3b80df264|89|FINANCIADO CON CARGO A
02833e39-3d26-417a-a2d1-52f3b80df264|90|FUENTE DE FINANCIAMIENTO RECURSOS DETERMINADOS
02833e39-3d26-417a-a2d1-52f3b80df264|91|CLAUSULA QUINTA DEL PAGO
02833e39-3d26-417a-a2d1-52f3b80df264|92|LA ENTIDAD SE OBLIGA A PAGAR LA CONTRAPRESTACION A EL CONTRATISTA EN MONEDA NACIONAL SOLES EN PAGOS PARCIALES POR
02833e39-3d26-417a-a2d1-52f3b80df264|93|VALORIZACIONES MENSUALES Y SERA POR TARIFAS DIARIAS DE ACUERDO CON LOS T RMINOS DE REFERENCIA EL CUAL SE HARA EFECTIVO A CONTRA
02833e39-3d26-417a-a2d1-52f3b80df264|94|A DEL INFORME DE SUPERVISION CORRESPONDIENTE AL PERIODO MENSUAL Y EL CARGO DE LA PRESENTACION DE LA VALORIZACION MENSUAL
02833e39-3d26-417a-a2d1-52f3b80df264|95|EL CONTRATISTA SEGUN LO ESTABLECIDO EN EL ARTICULO 171 DEL REGLAMENTO DE LA LEY DE CONTRATACIONES DEL ESTADO
02833e39-3d26-417a-a2d1-52f3b80df264|96|PARA TAL EFECTO E RESPONSABLE DE OTORGAR LA CONFORMIDAD DE A PRESTACION DEBERA HACERLO EN UN PLAZO QUE NO EXCEDERA DE LOS
02833e39-3d26-417a-a2d1-52f3b80df264|97|QUINCE 15 DIAS BAJO RESPONSABILIDAD DE DICHO FUNCIONARIO
02833e39-3d26-417a-a2d1-52f3b80df264|98|LA ENTIDAD DEBE EFECTUAR EL PAGO DENTRO DE LOS DIEZ 10 DIAS CALENDARIOS SIGUIENTES DE OTORGADA LA CONFORMIDAD DE LOS
02833e39-3d26-417a-a2d1-52f3b80df264|99|BIENES SIEMPRE QUE SE VERIFIQUEN LAS CONDICIONES ESTABLECIDAS EN EL CONTRATO PARA ELLO BAIO RESPONSABILIDAD DEL FUNCIONARIO
02833e39-3d26-417a-a2d1-52f3b80df264|100|COMPETENTE
02833e39-3d26-417a-a2d1-52f3b80df264|101|EN CASO DE RETRASO EN EL PAGO POR PARTE DE LA ENTIDAD SALVO QUE SE DEBA A CASO FORTUITO O FUERZA MAYOR EL CONTRATISTA
02833e39-3d26-417a-a2d1-52f3b80df264|102|TENDRA DERECHO AL PAGO INTERESES LEGALES CONFORME LO ESTABLECIDO EN EL ARTICULO 39 DE LA LEY DE CONTRATACIONES DEL ESTADO Y
02833e39-3d26-417a-a2d1-52f3b80df264|103|EN EL ARTICULO 171 DE SU REGLAMENTO TOS QUE SE COMPUTAN DESDE TA OPORTUNIDAD EN QUE EL PAGO DEBID EFECTUARSE
02833e39-3d26-417a-a2d1-52f3b80df264|104|CLAUSULA SEXTA PLAZO DE LA EJECUCION DE LA PRESTACION
02833e39-3d26-417a-a2d1-52f3b80df264|105|EL PLAZO DE EJECUCION DE SERVICIO DE CONSULTORIA DE OBRA ES DE DOSCIENTOS DIEZ 210 DIAS CALENDARIOS EN CONCORDANCIA
02833e39-3d26-417a-a2d1-52f3b80df264|106|CON LO ESTABLECIDO EN EL EXPEDIENTE DE CONTRATACION SEGIIN EL SIGUIENTE DETALLE
02833e39-3d26-417a-a2d1-52f3b80df264|107|150 DIAS CALENDARIOS
02833e39-3d26-417a-a2d1-52f3b80df264|108|60 DIAS CALENDARIOS IQUIDACION DE OBRA
02833e39-3d26-417a-a2d1-52f3b80df264|109|210 DIAS CALENDARIOS PLAZO TOTAL DE EJECUCION DEL SERVICIO
02833e39-3d26-417a-a2d1-52f3b80df264|110|ES EN EL CASO DE SUPERVISION DE OBRAS EL PLAZO INICIAL DEL CONTRATO SE ENCUENTRA VINCULADO AL DEL CONTRATO DE OBRA A EJECUTAR Y
02833e39-3d26-417a-a2d1-52f3b80df264|111|SD EN AE COMPRENDE HASTA LA LIQUIDACION DE OBRA DE CONFORMIDAD CON LO ESTABLECIDO EN EL ARTICULO 10 DE LA LEY DE CONTRATACIONES D L
02833e39-3d26-417a-a2d1-52f3b80df264|112|CLAUSULA SEPTIMA PERSONAL CLAVE
02833e39-3d26-417a-a2d1-52f3b80df264|113|EL CONTRATISTA CUMPLIRA CON EL PERSONAL CLAVE PROPUESTO PARA LA CORRECTA EJECUCION DEL SERVICIO DE CONSULTORIA CONFORME
02833e39-3d26-417a-a2d1-52f3b80df264|114|AL SIGUIENTE DETALLE
02833e39-3d26-417a-a2d1-52f3b80df264|115|ING MARIO ABEL VERA YALICO SUPERVISOR DE OBRA
02833e39-3d26-417a-a2d1-52f3b80df264|116|ING LISSETH MAYRA MORALES CERNA ESPECIALISTA AMBIENTAL
02833e39-3d26-417a-a2d1-52f3b80df264|117|ESPECIALISTA DE SEGURIDAD EN OBRA Y SALUD EN EL TRABAJO Y O
02833e39-3d26-417a-a2d1-52f3b80df264|118|ING NALDO BECQUER CASTRO REMENTERIA ESPECIALISTA EN SEGURIDAD DE OBRA Y SALUD OCUPACIONAL
02833e39-3d26-417a-a2d1-52f3b80df264|119|EDIFICIO ESTATAL N 01 SAN JUAN PAMPA TELF 063 281262
02833e39-3d26-417a-a2d1-52f3b80df264|120|SPERANZA
02833e39-3d26-417a-a2d1-52f3b80df264|121|OFICINA DE COORDINACION LIMA TELF 01 4250028 CONS
02833e39-3d26-417a-a2d1-52f3b80df264|122|ING LISSE TM MORALES CERNA
02833e39-3d26-417a-a2d1-52f3b80df264|123|REPRESENTANTE COMUN
02833e39-3d26-417a-a2d1-52f3b80df264|124|CLAUSULA OCTAVA OBLIGACION DEL CONSULTOR DE ATENDER CONSULTAS
02833e39-3d26-417a-a2d1-52f3b80df264|125|DE CONFORMIDAD CON EL LITERAL B DEL NUMERAL 193 10 DEL ARTICULO 193 DEL REGLAMENTO DE LA LEY DE CONTRATACIONES DE ESTADO
02833e39-3d26-417a-a2d1-52f3b80df264|126|EXISTE LA OBLIGACION DEL SUPERVISOR DE OBRA DE ATENDER LAS CONSULTAS EN OBRA DEBIENDO LA ENTIDAD APLICAR UNA PENALIDAD
02833e39-3d26-417a-a2d1-52f3b80df264|127|ASCENDENTE A UNA 1 UT EN CASO ESTE NO ABSUELVA LAS CONSULTAS O LAS ABSUELVA FUERA DE PLAZO SEFIALADO EN EL NUMERAL 193 3
02833e39-3d26-417a-a2d1-52f3b80df264|128|CLAUSULA NOVENA PARTES INTEGRANTES DEL CONTRATO
02833e39-3d26-417a-a2d1-52f3b80df264|129|EL PRESENTE CONTRATO ESTA CONFORMADO POR LAS BASES INTEGRADAS LA OFERTA GANADORA LOS T RMINOS DE REFERENCIA TDR DEL
02833e39-3d26-417a-a2d1-52f3b80df264|130|AREA USUAFIA ASI COMO LOS DOCUMENTOS DERIVADOS DEL PRESENTE EXPEDIENTE QUE ESTABLEZCAN OBLIGACIONES PARA LAS PARTES
02833e39-3d26-417a-a2d1-52f3b80df264|131|CLAUSULA DECIMA GARANTIAS
02833e39-3d26-417a-a2d1-52f3b80df264|132|AL AMPARO DE LO DISPUESTO EN EL NUMERAL 149 4 DEL ARTICULO 149 DEL REGLAMENTO DE LA LEY DE CONTRATACIONES DEL ESTADO EL
02833e39-3d26-417a-a2d1-52f3b80df264|133|CONTRATISTA SOLICITO LA RETENCION DEL DIEZ POR CIENTO 10 DEL MONTO CONTRATO ORIGINAL COMO GARANTIA DE FIEL CUMPLIMIENTO
02833e39-3d26-417a-a2d1-52f3b80df264|134|DE CONTRATO
02833e39-3d26-417a-a2d1-52f3b80df264|135|DEL FIEL CUMPLIMIENTO DEL CONTRATO CORRESPONDE AL MONTO DE S 16 251 09 DIECIS IS MIL DOSCIENTOS CINCUENTA Y UNO
02833e39-3d26-417a-a2d1-52f3b80df264|136|CON 09 100 SOLES A TRAV S DE LA RETENCION QUE DEBE EFECTUAR LA ENTIDAD DURANTE LA PRIMERA MITAD DEL NUMERO
02833e39-3d26-417a-a2d1-52f3b80df264|137|TOTAL DE PAGOS A REALIZARSE DE FORMA PRORRATEADA CON CARGO A SER DEVUELTO A LA FINALIZACION DEL MISMO LA MISMA
02833e39-3d26-417a-a2d1-52f3b80df264|138|QUE DEBE MANTENERSE VIGENTE HASTA LA CONFORMIDAD DE LA ULTIMA PRESTACION
02833e39-3d26-417a-a2d1-52f3b80df264|139|CLAUSULA DECIMA PRIMERA CONFORMIDAD DE LA PRESTACION DEL SERVICIO
02833e39-3d26-417a-a2d1-52f3b80df264|140|LA CONFORMIDAD SERA EMITIDA CONFORME A LO INDICADO EN EL ARTICULO 168 DE REGLAMENTO DE LA LEY DE CONTRATACIONES DE ESTADO
02833e39-3d26-417a-a2d1-52f3b80df264|141|LA CONFORMIDAD SERA OTORGADA POR LA SUB GERENCIA DE SUPERVISION DE OBRAS DEL GOBIERNO REGIONAL DE PASCO
02833e39-3d26-417a-a2d1-52f3b80df264|142|DE EXISTIR OBSERVACIONES LA ENTIDAD LAS COMUNICA AL CONTRATISTA INDICANDO CLARAMENTE EL SENTIDO DE ESTAS OTORGANDOLE
02833e39-3d26-417a-a2d1-52f3b80df264|143|UN PLAZO PARA SUBSANAR NO MENOR DE CINCO 5 NI MAYOR DE QUINCE 15 DIAS SI PESE AL PLAZO OTORGADO EL CONTRATISTA NO
02833e39-3d26-417a-a2d1-52f3b80df264|144|CUMPLIESE A CABALIDAD CON LA SUBSANACION LA ENTIDAD PUEDE OTORGAR AL CONTRATISTA PERIODOS ADICIONALES PARA LAS
02833e39-3d26-417a-a2d1-52f3b80df264|145|CORRECCIONES PERTINENTES EN ESTE SUPUESTO CORRESPONDE APLICAR LA PENALIDAD POR MORA DESDE EL VENCIMIENTO DEL PLAZO PARA
02833e39-3d26-417a-a2d1-52f3b80df264|146|SUBSANAR
02833e39-3d26-417a-a2d1-52f3b80df264|147|ESTE PROCEDIMIENTO NO RESULTA APLICABLE CUANDO LA CONSULTORIA MANIFIESTAMENTE NO CUMPLA CON LAS CARACTERISTICAS Y CONDICIONES
02833e39-3d26-417a-a2d1-52f3b80df264|148|OFRECIDAS EN CUYO CASO LA ENTIDAD NO OTORGA LA CONFORMIDAD DEBIENDO CONSIDERARSE COMO NO EJECUTADA LA PRESTACION
02833e39-3d26-417a-a2d1-52f3b80df264|149|APLICANDOSE LA PENALIDAD QUE CORRESPONDA POR CADA DIA DE ATRASO
02833e39-3d26-417a-a2d1-52f3b80df264|150|CLAUSULA DECIMA SEGUNDA DECLARACION JURADA DEL CONTRATISTA
02833e39-3d26-417a-a2d1-52f3b80df264|151|EL CONTRATISTA DECLARA BAJO JURAMENTO QUE SE COMPROMETE A CUMPLIR LAS OBLIGACIONES DERIVADAS DEL PRESENTE CONTRATO
02833e39-3d26-417a-a2d1-52f3b80df264|152|BAJO SANCION DE QUEDAR INHABILITADO PARA CONTRATAR CON EL ESTADO EN CASO DE INCUMPLIMIENTO
02833e39-3d26-417a-a2d1-52f3b80df264|153|CLAUSULA DECIMA TERCERA RESPONSABILIDAD POR VICIOS OCULTOS
02833e39-3d26-417a-a2d1-52f3b80df264|154|LA CONFORMIDAD DEL SERVICIO POR PARTE DE LA ENTIDAD NO ENERVA SU DERECHO A RECLAMAR POSTERIORMENTE POR DEFECTOS O VICIOS
02833e39-3d26-417a-a2d1-52f3b80df264|155|OCULTOS CONFORME A LO DISPUESTO POR LOS ARTICULOS 40 DE LA LEY DE CONTRATACIONES DEL ESTADO Y 173 DE SU REGLAMENTO
02833e39-3d26-417a-a2d1-52f3b80df264|156|EL PLAZO MAXIMO DE RESPONSABILIDAD DE EL CONTRATISTA ES DE SIETE 07 AFOS CONTADO A PARTIR DE LA CONFORMIDAD OTORGADA
02833e39-3d26-417a-a2d1-52f3b80df264|157|POR LA ENTIDAD
02833e39-3d26-417a-a2d1-52f3b80df264|158|CLAUSULA DECIMA CUARTA PENALIDADES
02833e39-3d26-417a-a2d1-52f3b80df264|159|EI ARTICULO 161 DEL REGLAMENTO DE JA NORMATIVA DE CONTRATACIONES HA ESTABLECIDO QUE LA ENTIDAD PREV EN JOS DOCUMENTOS DEL
02833e39-3d26-417a-a2d1-52f3b80df264|160|PROCEDIMIENTO DE SELECCION LA APLICACION DE LA PENALIDAD POR MORA ASIMISMO PUEDE PREVER OTRAS PENALIDADES PRECISANDO QUE
02833e39-3d26-417a-a2d1-52f3b80df264|161|ESTOS DOS TIPOS DE PENALIDADES PUEDEN ALCANZAR CADA UNA UN MONTO MAXIMO EQUIVALENTE AL DIEZ POR CIENTO 10 DEL MONTO
02833e39-3d26-417a-a2d1-52f3b80df264|162|DEL CONTRATO VIGENTE O DE SER EL CASO DEL ITEM QUE DEBID EJECUTARSE
02833e39-3d26-417a-a2d1-52f3b80df264|163|DEL MISMO MODO HA PRECISADO QUE ESTAS PENALIDADES SE DEDUCEN DE LOS PAGOS A CUENTA DE LAS VALORIZACIONES DEL PAGO FINAL
02833e39-3d26-417a-a2d1-52f3b80df264|164|O EN LA LIQUIDACION FINAL SEGUN CORRESPONDA O SI FUERA NECESARIO SE COBRA DE MONTO RESULTANTE DE LA EJECUCION DE LA GARANTIA
02833e39-3d26-417a-a2d1-52f3b80df264|165|OE CFF DE FIEL CUMPLIMIENTO
02833e39-3d26-417a-a2d1-52f3b80df264|166|PL NS AWD
02833e39-3d26-417a-a2d1-52f3b80df264|167|LOGICA VES PENALIDAD POR MORA
02833e39-3d26-417a-a2d1-52f3b80df264|168|CHOI MAN RES
02833e39-3d26-417a-a2d1-52f3b80df264|169|SI EL CONTRATISTA INCURRE EN RETRASO INJUSTIFICADO EN LA EJECUCION DE LAS PRESTACIONES OBJETO DEL CONTRATO LA ENTIDAD LE
02833e39-3d26-417a-a2d1-52f3b80df264|170|APLICA AUTOMATICAMENTE UNA PENALIDAD POR MORA POR CADA DIA DE ATRASO DE ACUERDO A LA SIGUIENTE FORMULA
